score,category,uid,gender,age,text
5,Gaming,3873359,M,20,"If you wanna buy anything related to gaming online , PC Game Supply is the site . Amazing , instant and prompt service and easy to use instructions ."
5,Fashion Accessories,2206078,F,35,And the quality is great much better then i was expecting .
5,Gifts,6460394,F,69,I have used GiftCards . com for Christmas and now Valentines Day . So easy and the cards are so cute and personlized . It saves so much time and greeting cards encluded just fantastic .
5,Electronics,6842608,M,60,"Great service , fixed on site , the first time . A call to make sure you were helped and a thank you too ."
4,Music,1879951,M,47,"very useful site , fast delivery and cheap products ."
5,Fitness & Nutrition,6929345,F,26,Have ordered from Supplement Warehouse many times - have always had a great experience both online and in the actual stores .
5,Video Games,569724,M,26,"Gameseek got my ps0 to me early ( cheaper too ), communication was excellent , I sent volleys of emails and was replied to within the same day ."
5,Software,6925713,M,59,I have had no problems other than a their was a virus that had to be remover with other software . It ended up working out for the best because I did not have to reload all my software .
5,Cars,2266930,M,45,"We bought two cars in the past twelve months both times using CarsDirect . com . In both cases they were extremely helpful in locating the vehicles in a timely manner . The visit to the dealership the first time was less than 00 minutes , totally painless . The Finance Manager was a total jerk and screwed up the paperwork . He was making us travel all the way back to accomodate his mistake ( it was easily an hour drive , round trip ). Rather than dong this , we simply called our contact at CarsDirect . com and he set the dealership straight and made them mail us the corrected documents to sign . I will always use CarsDirect . com , the amount I could save negotiating on my own is not worth the countless headaches it would require ."
5,Fashion Accessories,8126293,F,56,I wear 0 at work while driving and reading tickets . The other pair I keep in my lake bag to wear on the boat and read while on the water .
4,Gaming,3788258,F,36,i received a legit copy of a game but couldn ' t use the original code . Using CJS CD keys was a great way of getting a code that worked and wasn ' t illegal or dodgy .
4,Hotels,1383094,F,25,"I guess I find it a less clear to use over other websites , but that might just be because I am more used to them . I still make sure to always check this site along with other booking search engines when planning a trip . Some great pluses are that they were recently having a sale , so we ended up getting our accommodation even cheaper , and the customer service is very good . I contacted them about a cancellation after not hearing back from the hostel and they made sure that it was all sorted out for me . Sometimes the rates for the same place are lower on this site , as well , so definitely check it out !"
1,Batteries & Power Supply,362884,M,20,Took them almost 0 weeks to JUST to send an in stock battery out and refuse to be fair on returning it .
5,Fitness & Nutrition,568864,M,25,"With undercutting competitors prices it ' s impossible to get it cheaper , and it ships extremely quick .... What else do you want from a supplement company ?"
5,Webdesign,2599015,M,43,We have found J to be very hard working and has come up with numerous solutions to help develop and expand our online business . He has also been very creative and always available . Best thing to happen to us on our e commerce site .
5,Fitness & Nutrition,777677,M,42,Just found this site looking for the best deal on some MHP IsoFast 00 . They didn ' t have the best price ... until I plugged in the competitor ' s price and then they BEAT the best price I could find . True they don ' t offer free shipping ... but they ' re pretty honest about the deal since the sites I compared that offered free shipping truly were more expensive in the long run . Now to see how fast the shipment comes in . I ' m originally from Wisconsin ( where they company is located ) and now live in CA so hopefully the shipment gets here fast . I ' m almost out of protein and don ' t want to go to the local store and pay $ 00 more per container .
5,Fitness & Nutrition,1067695,M,25,One of the only stores that carry everything and inexpensive !
5,Fitness & Nutrition,614190,F,29,"Always the best prices , best service and ship fast ."
5,Fitness & Nutrition,829203,F,59,Delivery of purchased items is very fast and they have a huge selection of products . The product I buy is always $ 0 cheaper than I can buy from any site on the web .
5,Fitness & Nutrition,1432837,F,63,"I have been buying my particular type of vitamins and supplements for five years online and this is the simplest , fastest , most economical experience I have had . That is why I keep coming back and tell all my friends to shop here !"
5,Golf Course,4468400,M,53,I ' ve used Golf00 several times now with no problems . Anytime I play Gunter ' s Landing in AL I book with Golf00 and save at least $ 00 .
5,Accounting,7723674,F,46,"I engaged Taxes for Expats because I finally reached a breaking point as an expat living overseas . I ' d asked dozens of people about how to deal with working for a UN organization and meeting my obligations as a US citizen with regard to paying taxes . No two people ever gave me the same answer . I don ' t remember how I found Taxes for Expats , but when I did , I thought , "" What have I got to lose ? They can ' t be any worse than the last guy I hired . At the very least , maybe they ' ll actually respond to my questions ."" When I had questions , I ' d send my tax accountant an email and she would respond within 00 hours . On top of that , the price was right , especially after being quoted prices by various other firms both in the US and in Europe ranging from $ 000 to $ 0 , 000 for a return . All - in - all , Taxes for Expats is outstanding and worth every penny . I ' ll definitely be engaging them again for my 0000 taxes ."
5,Decoration and Interior Design,1794267,F,59,Very good quality on the item I bought and very friendly correspondence with Voga . com - I will buy other items from Voga very soon 000 %.
5,Fashion Accessories,2625792,F,19,Alright so I heard about yesstyle from some local gals and just had to check it out . I literally spent about a month picking out the things I wanted !! They have so much to chose from its amazing ! I wanted a lot of dresses for the spring but than decided on getting into shape is better . I love that the site is always updating and giving us girls and guys alot to chose from and when things are on sale its wise to get them ! This is a must store for any fashion forward Girls / Guys .
5,Bags and Luggage,3665515,F,23,Great price on shoes and with the buy one get one free offer I ended up getting 0 pairs for only $ 00 - bargain !
5,Gaming,6685253,M,20,"I never usually write reviews , but I feel that I have to for this website . I was scared of purchasing Skyrim : Legendary Edition from somewhere other than Steam , especially for so cheap ! I even bought it after 00PM ( at a strange time ), but I received my CD key via email after 0 minutes ."
5,Jewelry,8176539,F,23,It ' s my go - to spot for affordable and fashionable jewelry .
5,Garden,1755337,M,54,"I have developed a great relationship with herbies over the years and have a lot of friends that have followed me . I have seen many comments on here and people can be kinda "" DUH "".. for one thing herbies is NOT the breeder and therefore can not control the freshness he is presented with from the BREEDER ! and of coarse the mail problems is all HERBIES fault cuz he owns the mail system world wide . when I made a complaint about my mail it had herbies address ."
5,Jewelry,7024630,F,36,I ' m planning in order a second necklace .
4,Jewelry,6978655,F,40,"The site was simple to navigate , and the price was reasonable . I didn ' t like the idea if walking into the bank and handing over money blindly . I was originally given an account number for an account that had been closed . The person at the bank cautioned me about purchasing my stone with no record of the transaction besides a deposit . After many phone calls I decided to pay with a credit card . Paying with a credit card was a much easier option , but the discount did not apply that way ."
5,Computer Accessories,3060319,M,42,"I dropped my laptop and shattered the screen I had priced replacing screens before a few years ago and thought i was going to have to just replace my laptop as in the past it was cheaper to do that . A few days before going to buy a new i googlled laptop screens and found Laptopscreensnow . com i was amazed at the prices i placed an order for a new screen and received it in a matter of a few days . It took me less than 00 minutes to remove and replace the screen from start to finish , and this was all done for less than a hundred dollars and that included express shipping . I will definitely use them again in the future should i have need and highly recommend them to anyone needing to replace there screen"
5,Electronics,6928906,M,34,I would advise you to get square trade warranty for all electronics you buy or order online . They will either replace your defective equipment or send you a check for equal value .
4,Fitness & Nutrition,689328,M,27,"The only time I had a concern , it was taken care of immediately and politely . Ordered about 00 times now and pricing is the best on the web , do a comparison and you ' ll see . Use the promo codes sent to your em - mail to take a couple bucks off of the shipping !"
5,Pets,7155484,F,26,"I don ' t usually give store recommendations online but I have to highly recommend chewy . com for all your pet needs . We ' ve been shopping through them since moving to NYC ( and realizing that transporting 00 lbs of kitty litter 00 blocks is no fun in the city ) and their prices are great . I just had to call customer service about an order and not only did I get a human being in only a few rings , she was incredibly helpful and polite ."
5,Jewelry,4191141,M,37,"I purchased a diamond engagement ring , and two wedding bands , in January 0000 . Anthony and others I spoke to at Brilliance were great in helping me choose the right diamond . We ' ve had them independently appraised at higher than the purchase price ."
5,Ladies wear,2119960,F,29,"I found a gorgeous , hard to find French Connection dress on this site . In less than 00 hours , it was in my hands . Expedited shipping was so cheap ! Being that it was coming from the UK , I wasn ' t actually expecting it to be in time . I was pleasantly surprised to see the FedEx delivery today !"
5,Pets,2119960,F,28,"I have been able to find every brand of dog food / toys / treats that I could ever need . I had been spending a lot more on grain free foods from my local pet store . On this site , I am always able to get really good discounts . They always have trials available as well to test out some new products . I recommend this site to all of my friends with dogs and cats !"
5,Flights,6913509,F,50,"I have used Priceline for several years now and have never been disappointed . I have consistently gotten the best rates and had excellent accommodations - twice I was upgraded to suite level for no additional cost and received additional perks , such as breakfasts and dinners gratis . I have visited other sites , but Priceline is the easiest to use and yields the best results ."
2,Mobile Broadband,1352400,M,23,"The area I was located to has terrible reception with only this carrier , and services are bad , unfortunately I signed up for a 0 year contract and cannot wait for it to end ."
3,Online Marketplace,1352400,M,23,"Good , but if you comparison shop you can 00 % the time find a better deal be it shipping or more items , Amazon is often misleading with the number of items to be sent ."
1,Fitness & Nutrition,1352400,M,23,"By far the best prices I have seen , they will even beat out anyone else with a good deal . But afetr purchasing several times from the site I have repeatedly received the wrong order , paying for a 00 serving container and getting a 00 when it arrived , then after contacting them , they told me to send it back and they would issue me what I paid for .... yet AGAIN sent the wrong size for what I paid . Then get put on hold for over an hour trying to reach customer service , then told that due to their customer service office being closed I have to call back during their hours of operation ."
5,Menswear,7749944,M,61,"I have 00 Casual kilts and one semi traditional USA kilt and one on order . All are in some way customized to my needs and desires . Rocky worked with me to get all of these just right via e - mails . The durable , washable ,, Martan Mills PV he uses is great and the workmanship is always top notch - even though these are reasonably priced kilts . Ian and Mac , who made my kilts , are true craftsmen with attention to details . They have a large selection of tartans in PV and Rocky keeps coming up with new "" gotta have "" plaids ."
5,Car lights,2110955,M,62,"My order was everything it should be . It was right on , all of the parts were correct . The order was shipped on time and arrived early they have my business from now on"
5,Fashion Accessories,2138316,F,21,There is alot of clothes that is affordable with good shipping price . There are many varieties of clothes that fits all different kind of people . Thank you for being here for all of us !!
4,Fitness & Nutrition,624054,M,28,the prices are cheaper than amazon and the shipping seems reasonable . my only knock against sw is they don ' t carry maltodextrin .
5,Fitness & Nutrition,1467516,F,27,A friend told me about Health Designs and I signed up right away to purchase a shake that I had previously been taking through a Dr ' s office . The shipping seems like it takes a while but now that I know I plan in advance before I run out of supplies . They have such an amazing selection of great quality products that this is the only site I will be ordering my vitamins from .
5,Domestic Appliances,2340739,M,65,"It was just right to view on line you can compere all types and size ' s which is a great help , The deliver was very quick ."
1,Golf,3678733,M,52,"On three seperate occasions I ordered several products which , according to the website , should be in stock . My first order to more then 00 days to be completed . With my last order the website claimed a delivery time of 0 - 0 days . After 0 weeks you ask for the status of your order . The tell you their supplier is sending the goods . Now the supplier has stock issues and they are not sure when to deliver . Never again will I order something at Golfstore Europe ."
5,Tour Operator,2775509,M,48,"I booked an overseas dinner cruise for friends which was effortless . the listing had heaps of information including a location map , which helped with the right choice of event to fit in with their itinerary ."
5,Computer Accessories,1260224,M,43,"We determined that we needed a flight case for our 00 - inch iMac on a Tuesday afternoon Arizona - Time ( about 0 : 00PM in Maidstone , Kent ) and we were able to reach a representative via chat to answer a few questions that we had . We ordered that evening and had the case on Friday morning for a weekend trade show . My only problem thus far is that I need to create an instruction sheet for how to put the computer into the case correctly . The TSA screeners at the airport do not put the computer back in place properly so the panel separating the lower storage compartment does not stay in place and the contents of the compartment shift ."
5,Software,7323008,F,43,"I used this program to record webinars so I was not stuck at my computer for hours . This program was great , you just set it to record and then go about your day ."
1,Gaming,3405352,M,33,"I ' d rather pay extra at the competitors and receive human like support and treatment . I ' ve been waiting for over a week for a full answer on how to get the deluxe content for Far Cry 0 . Instead I get pointless answers and links that provide no useful info with broken image for screenshots . At the end of each reply from your support I get a sentence like "" I see you no longer need our assistance ..."" what makes you think so if you ' ve never asked if I need further assistance ? Even EA support is better than what you provide and that should show you how badly you provide support . At the end you ask me to write a NICE review ... well after over a week .. here I am writing a review ."
5,Fashion Accessories,2751093,F,27,"My husband is a tall guy and loves that they have a huge selection of long and even EXTRA long ties . Their prices are great , especially for the silk ties . This is the only way we shop for ties !"
5,Fitness & Nutrition,1147881,M,30,"I ' ve ordered from these guys multiple times . I know some other sites have brand exclusivity , but with the wide selection of supplements on the site , you can find always find a similar product at a great price . Shipping has gone way up since using fedex / ups compared to usps back in the day . I can see why after the first couple mix ups and lack of tracking , but they have seemed to fix that problem . After price matching saving and then comparing the total with shipping with the other reputable supplements sites , I still managed to save a decent amount of money on a $ 000 order ."
4,Video Games,886985,F,30,"I bought 0 times a game and had a few problems with both orders . My first order was Dark Souls 0 Black Amor Edition , I preordered this game as they had a Special Edition , later my Black Amore was made to a Standart Edition and I didnt got any preorder Item , OST or Artbook ( Digital ). After a few Emails with support I finaly got my Black Amor DLC and Support said sorry there was a mistake with the order . my second purchase was Wolfenstein The New Order , Preordered it from germany , asked a few times if the key is realy Region Free and if i can activate it in germany since there is a prohibitrunincountry DE tag , I always got an positiv answer and if not , i would get refunde , then they sendet me the key realy early via email , i tried to activate and it didn ` t worked , i asked support for refunde and they told me i have to read on the game site there is clearly said i cant use it in germany ?? As i preordered and watched 0 day ago there was no message , this message was sent after sending me my key . I made a screenshot and supporter told me then , they will resell the key and if the buyer can activate the key i will get refunde after 00 hours . then i waited but after 00 hours still no refunde , then there was a few prolems because i opend a case with paypal , i closed this case but was a bit scary that i dont get refunde after doing this , but all went good , after a few hours i got all my money back . I think i would buy again , prices are very smart , dark souls 0 worked perfectly , later my black amor dlc too , wolfenstein sadly not but that is not cdkeyhouse foult , thats bethesda because they addet a geo lock to germany :("
1,Gaming,886985,F,28,"I bought months ago Skyrim Box and got it broken , CJS said on Facebook I will get a refunde , I ` m still waiting to get my refunde to purchase another game with that . As I posted it to facebook they canceld me on it , so I can ` t write anything on the wall . Supporter ( CJ Poh ) told me that the nw Sniper Elite DLC will cost 0 , 00 GBP and I will see my refunde when I buy and pay the Item , now the DLC cost 0 , 00 GBP and I still can ` t use or see any refunde !"
5,Pets,2297257,F,54,This is a very easy way to get good food at a good price . The site is easy to maneuver and the order came quick . I had a really good experience for my first order
5,Pets,6995617,F,27,I can now find all the great pet accessories I love in one place . I especially love their Swag Bags that include fun surprises for my puppy and also make great gifts .
5,Car lights,2007593,M,34,"I ordered a driver side mirror that would ' ve cost hundreds , got it for a fraction of the cost . Shipped when it said it would , and got it in less than a week for very cheap S & H . The part was OEM and a perfect match . Would definitely use them again & reccomend them to everyone !"
5,Hotels,1402220,M,30,"It ' s awesome to have found a travel site that provides the most competitive prices , a wide variety of hotels , tours , and activities for sale , and an intimate and expert knowledge of the city . Neworleans . com is the "" end all , be all "" for all my New Orleans travel ."
5,Fashion Accessories,3743936,F,19,I have ordered from Yesstyle multiple times and I have never been disappointed . Great store to buy cute and affordable Asian clothes !
5,Car Rental,2213316,F,53,"We wanted to rent a servicible car that would get us from Quebec to Toronto / Niagara Falls . Ken , who served us in Quebec was fantastic and gave us a really good deal on a Mustang . He must have known something as we have always wanted to drive one . Fantastic car , handled really well , comfortable and easy to drive , only thing to remember , put the most expensive fuel in as it lasts a lot longer than the cheaper one ! It may seem to cost more initially , but it is worth it in the end ."
3,Cellular Accessories,2391034,M,42,"Ordered a set of stickers for a Triumph Street Triple , I paid for first class recorded delivery (£ 0 . 00ish ), as I was in the middle of painting a bike for a friend I expected to get these within a day or two at the most , after having no sign of them 0 days later I called to enquire on their whereabouts . The guy I spoke to told me he hadn ' t "" gotten around "" to doing them yet and that he ' d been planning on making them on Sunday to post on Monday , I didn ' t get an appology either . Stickers finally arrived on Wensday , If I ' m paying for something like this and I ' m charged first class recorded I sort of expect to not have to wait over a week for them to arrive because someone plainly just can ' t be bothered to pull his finger out any sooner , also making a profit off the postage charges is a cheap thing to do ( postage was well under £ 0 .. the envelope didn ' t cost the rest I ' m sure ). Overall the stickers where pretty good , just a shame I had to wait so long to get them , I would have used you again but sadly after this sort of treatment I ' ll go elsewhere ."
3,Fragrances,2347632,F,35,"I ordered 00 items of which 0 where backordered . Yesterday I recieved the 0 first and they were as specified , but the packaging must be very low quality - it was a cardboard box , of which one of the sides were completely split open . Pure luck none of the heavy schampoo bottles hadn ' t slipped out ! Also , you don ' t get a shipping order any more , only vouchers for shops that does not have business in my country ( this is a very minor issue , but shows clearly they don ' t even check where the package is going - I don ' t live in the UK but get a load of discount vouchers for Sainsbury ' s and a wine company ."
1,Online Marketplace,1370020,F,36,"I bought a dress from lightinthebox . com before . There are many china b0c websites , like milanoo . com , luxurywill . com , or Pandawill . com ."
5,Fitness & Nutrition,576286,M,47,"So much to choose from , so much information ."
5,Fitness & Nutrition,1187217,M,51,They have everything that I am looking for and they offer so many free samples so I can evaluate before buying . In fact this is my second order and I am buying things that I got as samples in my first order . I buy a lot of stuff online but have never had as good experience as i have with Supplement Warehouse .
5,Fitness & Nutrition,925121,M,18,I was told of this website from a friend and when I looked on the website and the amazing prices . Ive ordered almost 000 $ of stuff from supplementwarehouse now and the shipping is super fast and worth every penny .
5,Jewelry,1408490,F,35,"I sent name necklaces to my 0 nieces in NY for Christmas . Top of the line all the way from the quality , to the gift box and card . They absolutely love them and I couldn ' t be happier . I will be ordering more products from My Name Necklace soon . Finally , a company that takes pride in their product and client satisfaction"
5,Print & Signs,2942241,F,58,Starting a new business on a shoestring budget requires thrifty shopping . This company allowed me to create my own signage at a fraction of the cost to local sign shops . Hands down would recommend them to any one for their signage needs .
5,Gaming,3940092,M,26,"I ' ve made three purchases from CJS now , Battlefield 0 , Total War : Rome 0 and Operation Flashpoint 0 at an absolute fraction of the price other are selling for and extremely efficient service ."
5,Camping,3940092,M,25,"Excellent product at an excellent price , extremely prompt free delivery ."
4,Kids,733626,F,45,Costume received early and it it better material than other companies .
5,Car lights,5271251,F,25,These are the cheapest parts I could find both in my town and on the internet . It was easy to navigate through the website and the parts showed up a day earlier than expected which was great ! I would definitely recommend this site to all of my friends and family and to anyone thinking of using it .
5,Tires,2199578,M,33,Had 0 new tyres fitted in 00 mins only 0 miles from home and at a great price too including a discount from CSMA :)
5,Tires,2199578,M,33,"If you need some new rubber I ' d give e tyres a go , they have been fitting my tyre sofr a number of years now , always the best price and great service , they come to you anywhere ."
5,Software,144003,M,18,"There is a reason why PHP Designer is rated so high above other IDEs , It has everything . It has an FTP client , PHP Manual , PHP live syntax checking , popup info on function usage , and so much more ! The layout can be customized to any developers needs or wants , along with changing the color of the syntax . It supports the norm of CSS , JS , PHP , HTML , but also many other languages . The interface is intuitive , easy to use , and fully packed with useful features . Also my favorite feature is : its ability to beautify code . It makes your code much easier to read and to develop with . If you are a web developer seeking for a good editor that doesn ' t cost huge amounts like Adobe ' s products , get PHP Designer ! I personally think it is better than Adobe ' s ."
5,Kids,677136,F,25,My husband and I ordered two pairs of shoes for cosplay costumes . I was impressed that both pairs got here so fast and are of high - quality materials . They look genuine to the costumes we are using them for !
5,Security Equipment,4921753,F,60,Dave works hard and knows what he is doing .
3,Electronics,6219677,M,39,"Frankly , I paid about $ 000 for a warranty that cost me $ 000 later to have my daughter ' s phone repaired . So in the end , I basically paid $ 000 for a used phone . ( I could ' ve just tossed it and bought a new Moto G for $ 000 .) I took it to a local repair shop that said they wouldn ' t repair it because it had water damage along with the cracked screen . So I had to send it to Square Trade who actually sent me back a different phone . ( I can tell because the edges of my daughter ' s phone had scratches and this one doesn ' t have water damage .)"
5,Pool and Spa,704270,M,34,"I was hesitating to purchase an non - OEM salt cell from an online reseller , due to the potential issues and having to deal with returns . Poolsupplyworld . com was great - excellent price , quick delivery , product that works as advertised , and corteous service with personal follow up . I will certainly use this pool supply web store again ."
5,Fitness & Nutrition,1385813,M,24,I have been ordering my supplements from Supplementwarehouse for years now . I have saved tons of money and have had no problems with customer services .
5,Fitness & Nutrition,571829,F,26,"Great that stuff that is "" expired "" is sold at a discount ."
5,Gaming,3019190,M,35,"Key available in seconds ready for activation , no frills , no messing just the key that you need delivered superfast and at a kickass price , would highly recommend and will be using again !"
5,Gaming,3648305,M,31,"I choose CJS CD Keys because for prices and stock of products . It ' s a very safe page to buy , and I loved its anti theft policies when need to activate the keys . In my case , I bought SimCity , and I am very satisfied with the purchase ."
5,Computer Accessories,4089191,M,33,"I wanted to replace the LCD panel for my Asus G00 ROG , which had the notorious defect where striped lines show up in dark areas . Asus themselves wanted to keep it for a couple of weeks for diagnosis , and refused to simply replace the panel even though it was a known defect ( and a ten - minute job ). Enter laptopscreen . com ; a quick search for my laptop model brought the right product to my attention . It fit perfectly ( am using it now ) and was delivered quickly and cheaply . I wish I needed more LCD just so I could order from these guys again ."
5,Fitness & Nutrition,1392846,M,33,The price beating by 0 % on supplement warehouse is a great feature for customers
1,Electronic Repair,547978,M,49,I purchased a battery and screen for my EVO but both products did not work . The top of the screen does not respond and the battery was completly dead with . 0mil volts that would not charge . They will not take back the screen once its used but how do you know it works until you replace it .
5,Clothes & Fashion,5172000,M,25,"They had what I wanted , ship time was really quick and my new birdie bag is super cute !"
5,Fitness & Nutrition,1288587,M,32,"great site great deals , couldn ' t ask for more"
4,Fashion Accessories,2230952,F,56,"OMG there ' s not one time that I ' m out & someone always asks WHERE did you get those shoes , my hubby says your a walking ad for Amiclubwear , I ' m always writing your name on store receipts or they ' ll pull something from their purse & ask me Oh please tell me where you order these from & I ' m kinda ok with it , because I really don ' t want someone wearing my shoes lol !!!!!!!! And the prices omg I can buy 0 pair from you for the price of one pair from anywhere else & the styles & colors WOW !!!!!!"
5,Fitness & Nutrition,900533,M,24,Still ordering through Supplement Warehouse even after a delayed delivery on my last order . I sent an e - mail to the help desk and two days later they got me my stuff . I had prompt responses to my problems and no issues whatsoever .
5,Gaming,2571330,M,25,"Awesome prices for Steam Games ( Which aren ' t exactly a rip off in their own right ) and instant delivery . Secure ordering process , can ' t go wrong ."
3,Flowers,3395464,F,49,"I received an email confirming that my Mum had received her flowers , yet a phone call revealed that she had not received any flowers . A reply to the confirmation email resulted in a reply that stated the flowers were left on the front porch . Although Mother ' s Sunday may be a very busy day , a simple ring of the doorbell or a card through the mail slot would have alerted Mum that she had received flowers . Poor Mum spent the day thinking we had forgotten her !"
5,Flights,4350259,M,30,My wife and I planned a trip to Branson mo !!! This site helped us get the hotel we wanted in the location we wanted and the price within our budget !!!
5,Computer & Accessories,7729312,M,49,B & H pricing almost always seems to be lower than other retailers .
5,Cell Phone Unlocking,2934344,F,61,"I bought a locked phone on eBay UK locked to Vodafone , was under the misapprehension it would work for Vodafone Spain , so I had it unlocked by these guys and I ' m absolutely delighted ."
5,Electronics,5807499,M,64,"I have purchased a number of warranties through Square Trade and have been unfortunate to need them a few times . In each case the process was appropriate and hassle free . Whether it was an item that needed repair or a total replacement , the claim process was straight forward and met my every expectation . They have never tried to manipulate their warranties to get out of fulfilling their obligation and it is refreshing to find a company that operates with ethics ."
4,Hotels,2575352,F,55,the prices are lower and the points make it even cheaper
5,Musical instruments,6047739,M,38,"JamPlay offers lessons for every ability from "" this is a guitar "" to advanced concepts and techniques . The lessons are detailed and progressive and something is available for nearly every genre such as rock / blues , jazz , flamenco , and country ."
5,Fitness & Nutrition,1424609,M,34,by far the best prices both online and off . Their shipping is very reasonable and they have a ton of free promos and samples to choose from .
5,Online Marketplace,3029838,M,46,"I can only comment on my personal experience : I purchased a pair of tickets ( for my girlfriend and her best friend ) to go and see ' Donny and Marie Osmond ' at the O0 arena on the opening night of their tour . The face value of the tickets were £ 00 . 00 each . I was charged in excess of £ 000 . 00 each ! My girlfriend had a the night of her life ; and for that I am very , very grateful !"
5,Flowers,1146313,M,28,"I have bought some more games from this company and everything works as well . Brilliant customer service replied quickly when I had trouble , after anti fraud checks they sent me my game ."
5,Flights,4173513,F,59,I have always had great experience with the Name Your Price bookings . As long as I do a 0 0 / 0 star or above I have never been disappointed in Priceline . The only thing I wish would be hotels would still give points for their club members in spite of booking through priceline .
4,Kids,650529,F,44,I ordered size available 00 / 00 and measured from heel to toe was about 00 / 0 inches to big . For people wanting size 00 get the size 00 - 00 . On top of that my order I had to chase down because fed ex delivered to the wrong address ( which clearly wasnt Halloween Cosumes fault . On the ticket inside the box it had our correct address on it . Fed ex had the wrong address on the outside of the box ) But the quality of this boot was A +++
5,Gaming,3745381,M,29,"Certainly cheaper than other sites , clean and easy to use interface ."
5,Travel Aggregator,6982745,M,65,I use this site all the time to find the cheapest fares .
5,Computer Accessories,2561222,M,47,"Their price was right and the product was excellent , a perfect match for the original screen . Thanks to the how - to videos ( 0 ), I was able to walk through the entire replacement procedure on my crippled machine before I even ordered the thing . When the part arrived , It took me about a whopping 00 minutes for the entire job , from removing the bezel to booting up and wiping my finger prints off the new screen . OBTW , here ' s a lesson learned ( free advice ! ): Don ' t use your Dell as a step stool ..."
5,Fashion Accessories,1810747,M,21,I like to think of myself as a Yesstyle veteran . I ' ve been shopping here frequently for a while now and I ' m always satisfied with my purchase . I continue to give Yesstyle . com two thumbs way up !
5,Fitness & Nutrition,1310380,M,33,"They will BEAT any other competitors price on any supplement , and they carry everything !!! The supplements arrive when they promise and it is the easiest purchase you will ever make online ."
2,Flights,1738719,M,32,"So the transaction online was very simple and was the best price . I ' m generally the person that feels you get what you pay for , but I took a crap shoot hoping all would go well . Firstly , priceline booked my room through their ' sister ' company , booking . com . While I normally would not care if everyone was peachy , it matters now when you have a problem . So I arrive at the hotel and they do not have a booking for me and they are full , now I ' m stuck with 0 tired kids and no room . 00 minutes on hold to even talk to a rep with priceline and 00 minutes on hold while they ' research ' to see what is going on just to be told that I need to be connected to a booking . com rep . After 00 minutes of talking and holding with booking . com rep they finally tell me they will call me back . After about 0 hours the person at the hotel told me that someone just cancelled and I now can get a room . If it had not been for someone cancelling , I would have been stuck without a room . Priceline / Booking . com were of no help to me and they are the ones that put me in the predicament that I was in . My booking was for 0 nights and I was only able to use 0 of those 0 nights due to the hotel being booked on the 0nd day . We ended up cutting our vacation short , thanks Priceline !"
5,Software,1738719,M,31,"It is very easy to use and runs without manual intervention from our staff . Mailbeez has put a lot of attention into the inner workings of this product and it shows in the polished layout and easy operation . Our favorite feature is the ability to send automated marketing emails to our new , recent , and past customers without touching anything . So far , from 0 weeks of use we have noticed an increase in product reviews and conversions . Support from mailbeez is top notch and quick to respond ! From the sales this product has generated in just 0 weeks , it has essentially paid for itself ."
5,Diving,1738719,M,31,"I ' ve worked with Mike on many projects for implementing features on the DRIS website for years and I have to say , Mike and his staff are top notch ! They definitely know the scuba industry and can answer just about any question thrown at them . Mike works hard to make his customers happy and will break the bank to make it happen . I know there are thousands of happy customers out there that have great things to say about Dive Right In Scuba and their staff ! Definitely giving the competition something to live up too !"
1,Electronic Payment,1738717,M,53,"They advertise buyer protection , but they do not provide it . Ultimately they are the judge and jury , so be forewarned that buyer protection does not exist , I found out the hard way ."
5,Diving,1738717,M,53,"They have great prices , I got just a goofy good deal on my Whites Fusion during their black friday special . Mike was always there to answer my questions , and the work they did on the suit ( replaceable neck and wrist seals ) was first rate ."
2,Kids,780629,F,43,"In the picture it shows a platinum blond / white hair with the black longer hair . The wig arrived and I couldn ' t even distinguish where the side part was supposed to be . It was a mess of crusty glue and visible hairline seams . The hair color was a golden / brassy color , not platinum . It is supposed to be straight and it was very wavy all over . I did everything the wig experts tell you to do when styling a wig but only slightly improved the wavy look . The ends are frizzy all over and look as though they have been melted . The longer black under layer of hair doesn ' t even go all the way around . It starts in the correct place on the right side but stops behind the ear on the left side . It DOES NOT look anything at all like the picture online . In the picture it looks very Goth , ( we got it for a dead bride costume ) It is so golden yellow it isn ' t GOTH at all . The only redeeming part of this purchase was the clearance price of $ 0 . 00 + shipping . If I had paid the regular price of $ 00 . 00 I would have sent it back immediately ."
5,Fitness & Nutrition,588277,M,31,Great prices and a very large selection of products to chose from . Every time I order from SW I receive my supps in a day or two .
5,Fashion Accessories,2723610,M,23,"I was a little bit hesitant to order from Ties . com for fear of bad quality with the low prices , but am so glad to see that the quality is great !! Thank you so much for providing an affordable and quality shop for ties :)"
4,Pets,3383721,M,56,"I buy a premium dog food and I watch the price closely , keep the price competitive ."
5,Gaming,1754047,M,19,"Was very fast quick simple and easy , Love them : D"
5,Cell Phone Unlocking,6991077,M,28,"Read about their reviews and ranking on trustpilot . com . I tell you , this company ranks No : 0 because of excellent service and in a timely manner . Received an email from them today telling me that my phone is unlocked with the instructions on how to proceed . I will refer people to you guys and I will definitely come back again"
5,Recreation,2323447,F,16,"Professional service , best seats in house available , quick and easy purchase and delivery , would definitely use again !"
